id	RoadID	x	y	longtitude	latitude	gxid	gyid	RecePower
565	1	667217	3547591	 	 	 	 	 
566	1	667213.4	3547596	 	 	 	 	 
567	1	667209.8	3547601	 	 	 	 	 
568	1	667206.3	3547606	 	 	 	 	 
569	1	667202.7	3547611	 	 	 	 	 
570	1	667199.1	3547616	 	 	 	 	 
571	1	667195.6	3547621	 	 	 	 	 
572	2	667192	3547626	 	 	 	 	 
573	2	667197	3547624.7	 	 	 	 	 
574	2	667202	3547623.4	 	 	 	 	 
575	2	667207	3547622.1	 	 	 	 	 
576	2	667212	3547620.7	 	 	 	 	 
577	2	667217	3547619.4	 	 	 	 	 
578	2	667222	3547618.1	 	 	 	 	 
579	2	667227	3547616.8	 	 	 	 	 
580	2	667232	3547615.5	 	 	 	 	 
581	2	667237	3547614.2	 	 	 	 	 
582	2	667242	3547612.9	 	 	 	 	 
583	2	667247	3547611.6	 	 	 	 	 
584	2	667252	3547610.2	 	 	 	 	 
585	2	667257	3547608.9	 	 	 	 	 
586	2	667262	3547607.6	 	 	 	 	 
587	2	667267	3547606.3	 	 	 	 	 
588	2	667272	3547605	 	 	 	 	 
589	2	667277	3547603.7	 	 	 	 	 
590	2	667282	3547602.4	 	 	 	 	 
591	2	667287	3547601.1	 	 	 	 	 
592	2	667291	3547600	 	 	 	 	 
593	2	667296	3547599.9	 	 	 	 	 
594	2	667301	3547599.7	 	 	 	 	 
595	2	667306	3547599.6	 	 	 	 	 
596	2	667311	3547599.5	 	 	 	 	 
597	2	667316	3547599.3	 	 	 	 	 
598	2	667321	3547599.2	 	 	 	 	 
599	2	667326	3547599.1	 	 	 	 	 
600	2	667331	3547598.9	 	 	 	 	 
601	2	667336	3547598.8	 	 	 	 	 
602	2	667341	3547598.7	 	 	 	 	 
603	2	667346	3547598.5	 	 	 	 	 
604	2	667351	3547598.4	 	 	 	 	 
605	2	667356	3547598.3	 	 	 	 	 
606	2	667361	3547598.1	 	 	 	 	 
607	2	667366	3547598	 	 	 	 	 
608	2	667371	3547597.8	 	 	 	 	 
609	2	667376	3547597.7	 	 	 	 	 
610	2	667381	3547597.6	 	 	 	 	 
611	2	667386	3547597.4	 	 	 	 	 
612	2	667391	3547597.3	 	 	 	 	 
613	2	667396	3547597.2	 	 	 	 	 
